Frame,Left Arm Angle,Right Arm Angle,Left Leg Angle,Right Leg Angle,CoM Velocity,Move Successful
0,66.50681885025367,76.83232199006567,149.25999821833437,155.0740517639668,0.0,No
1,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
2,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
3,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
4,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
5,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
6,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
7,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
8,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
9,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
10,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
11,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
12,67.97084578724353,94.27798287900082,159.5193268386447,158.98851689571958,0.6256394962545236,No
13,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
14,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
15,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
16,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
17,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
18,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
19,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
20,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
21,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
22,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
23,71.0112135391243,99.51103546025274,158.21675691169395,157.5351259450526,0.6284031409294296,No
24,79.95377478461383,113.8254949742192,155.3877962884499,155.7382367579817,1.3542671363173442,No
25,74.09442497134314,129.17547766708583,153.8442594161855,155.81476737138294,0.2838914022058125,No
26,87.85048187155685,111.36168938713853,154.03737128999404,156.60795788290417,0.4464811923731155,No
27,69.76585027879241,142.08289978472132,155.64348343588378,159.68813471686954,0.2610396347083742,No
28,78.07858574043803,143.4847986922264,157.21953141606596,160.65512490999046,2.3778357357686266,No
29,81.41721943795298,147.6103288260958,154.68940015927666,159.39574212329234,0.2702614810287569,No
30,73.39485772131881,140.19659481997112,152.55190683029363,158.1571565371414,1.4564873594352277,No
31,76.98418103997551,150.06635898964396,154.0300927901229,158.15793533641602,0.0956001864956874,No
32,86.75639162835344,145.56696777219386,160.2317056154492,161.15001527765835,1.4493332766247822,No
