Frame,Left Arm Angle,Right Arm Angle,Left Leg Angle,Right Leg Angle,CoM Velocity,Move Successful
0,170.94978585480195,160.98558810150303,171.20097592028657,158.50057824294353,0,No
1,168.57053083830627,154.86695094351447,171.18902340742773,160.88533619642362,1.1696187852676427,No
2,169.29262041682298,158.13497492142517,171.34300724878128,163.01782620786983,0.44061876764387464,No
3,170.22282526804506,157.1782974693252,172.11278247111332,163.26489491639856,2.049645046011171,No
4,168.67851706599288,156.15472787818592,173.57786760237505,162.71576620100998,0.3765000269558859,No
5,166.6779697214935,153.63315847202986,175.59349618339593,162.52157381408827,0.25017100404609666,No
6,167.42946793735413,152.79450836167362,176.33636851279078,161.6775350822817,0.24593091386484667,No
7,166.4016646215704,154.56956912685965,177.70339753573418,159.4042176265411,0.17359217939445434,No
8,167.47694563772697,152.963650334546,177.95709357234077,160.16558975000612,0.27122781124445927,No
9,167.25179888889545,153.33330974775146,179.68916387966297,160.42124125945935,0.2608499010127038,No
10,170.10010754803378,153.2791075647703,177.33874637093385,160.45973979760373,0.19146421208277564,No
11,169.90856185840784,153.19653244411376,177.6799398492031,161.55628977157644,0.06709266272651106,No
12,168.6931859518526,151.39374617568268,178.13263878517205,162.29134622435083,0.6552050646562393,No
13,167.0024843880412,146.43121587839985,176.9812729085504,160.4892426158625,0.19037429178736337,No
14,166.73829447741971,150.0704550055978,177.49925207363847,161.23080585346182,0.05339824470092365,No
15,167.46886378101362,153.2967604410107,171.2863567757279,159.33282834415843,0.9867058539019555,No
16,165.43230492695082,152.63080477886714,170.0555831080249,158.3952586545335,0.7605821884882839,No
17,166.8106614676622,153.75292704032194,170.0407285470627,156.88137154162808,0.42598836744087937,No
18,166.46822086886937,153.7421456381704,168.36724032931605,158.10170892968497,0.19434910175154993,No
19,168.24202923244056,156.93609158698484,166.91717621600853,157.76222259958791,0.5050954560923322,No
20,166.59447781625929,156.52352556406606,167.36982128490916,160.2771627719701,0.12401330555882649,No
21,167.3176541454328,156.99931723522982,168.40139364975911,159.14891900127338,0.25473607127340514,No
22,167.05798653534157,157.67375620607478,168.28558375774557,158.38399883067729,0.7084522874259905,No
23,159.79380943101543,157.4497622566393,167.57651851920912,159.53112176535296,0.41263518651081454,No
24,154.1510546209922,158.06138998750862,166.82882380370654,160.74668080129558,0.6355420382390204,No
25,155.09318987736557,157.82414639583075,167.00564168269398,161.6486815734669,0.42132901367350467,No
26,158.29668473015852,158.79308583012056,168.68224225995394,161.64292360379494,0.1472539365334602,No
27,157.4607412908698,157.26826156872025,168.0148783662875,161.64268146507055,0.11741314250565656,No
28,160.19302345620966,157.2561227648104,168.35441563175414,161.7312834757598,0.23207105622605653,No
29,160.63390469590425,155.3980435988967,168.3477161614444,160.58506878419809,0.30808635541107615,No
30,162.9826242912422,157.36946730187117,167.45841954128318,158.5161224361003,0.42937341634716714,No
31,163.43271128655323,156.59893686801874,167.2736425524566,156.14564118100634,0.18309437249561852,No
32,167.32524563215858,158.42730096519816,164.4853558112103,156.27908832557347,0.27992019270969054,No
33,166.02056514285263,152.62683036758008,172.4839739595819,157.17080322470957,0.32154524070696455,No
34,167.89987495685878,152.808007737787,172.30639237230852,155.25999212003683,0.15677989846493548,No
35,168.41587772402767,149.5128389918626,173.22115566935864,156.43940672311564,0.6461915025480609,No
36,170.23132762990832,144.0280720685104,171.9831655251177,159.17181754020606,2.742403332333541,No
37,169.18579692032418,143.13261190021177,172.10356184572575,159.90846744866454,0.37084611103461834,No
38,164.34015141773753,141.29722342050496,168.97116891315406,161.31857128776838,0.7020208669657655,No
39,159.68386997197004,136.5739976598272,174.4139407233626,163.71487297538673,0.5697597106170003,No
40,159.2632426108906,136.23243646748256,173.8120937365143,160.3391275432571,0.5373450646400489,No
41,158.49326942218863,141.63509360014345,175.04889249618034,162.49345496095216,0.3974164319344052,No
42,160.0874891761053,143.01637953265302,173.38379874438124,156.69099751857928,0.28347209829048287,No
43,148.00602668476657,140.64146963870635,171.62283051800352,167.39371438637625,1.1659390714454405,No
44,103.37482802378952,137.16636906839688,166.41246859033578,160.43085732689755,3.448940745861311,No
45,92.78544167521066,110.23969577153736,157.7538737331235,152.08175618889314,4.089983917044801,No
46,104.34206425994438,107.1784437597359,159.80955247922503,142.5265756030198,2.1397010188275263,No
47,114.18835896640309,116.54720105974403,159.93168615715464,139.2244936562658,0.2656283465849476,No
48,132.94106565509804,124.98064354092091,164.0786475339545,153.77408218718114,0.6462828212741103,No
49,129.29420513563664,126.13771540160265,161.49178931895196,154.14408019859684,0.8037735575662801,No
50,136.20638008640572,111.30241482044082,168.49986461843386,164.20612817135896,0.5737428762635576,No
51,123.09642087695023,116.04913830893271,172.09928355325627,158.18182062389147,2.6770976669605893,No
52,116.998210111257,142.87618327978268,175.36674608152055,162.31799183351754,1.1076426943770399,No
53,135.07127897986422,134.76146326851264,175.90025550060955,159.90644598481921,2.2677518061942443,No
54,139.59585053851188,146.57473069241837,176.0489411418669,166.6638986368292,1.5604140905400135,No
55,145.02305701185497,135.82773132161674,178.22759050706225,167.85992675500205,1.2017457245941676,No
56,142.05706484711453,147.7264690999844,177.56567987023627,175.2348774436979,1.0040987170871956,No
57,170.16347028462457,157.59139674125467,175.30596471029327,175.44692167572916,1.0160466584673116,No
