Frame,Left Arm Angle,Right Arm Angle,Left Leg Angle,Right Leg Angle,CoM Velocity,Move Successful
0,152.31734274983336,141.92256503278645,160.68501914140623,139.13131551458113,0,No
1,153.03424923722812,143.89564981898704,161.88261575940612,145.62700998695522,2.41205802024887,No
2,152.8127885695222,145.7551589211926,165.8771591867822,163.763693367491,0.15941402182618875,No
3,153.13472766590402,147.92797527480835,166.4692606424046,166.61767639817654,0.2463915304006443,No
4,153.17617472934774,150.37223291035463,167.40293854123766,168.4525601186773,0.5274122212570592,No
5,154.9039698997568,153.43728610783768,162.3292341724372,170.62026050445675,0.43565103710465614,No
6,156.05805249793696,153.4694066144264,159.18030194634667,170.42755894226454,0.12906365657829025,No
7,155.93537904676717,153.01786037198323,159.8176472192368,169.32338907050016,0.11236399336482764,No
8,154.4704055620701,153.1736491504786,162.30606923835356,169.39587750592085,0.20961636675194031,No
9,153.9641604741569,151.88536501997697,161.49579433163407,167.31541208823361,0.4814626917367603,No
10,151.51830187954718,150.65808724026616,160.84050783977003,167.10795753874336,0.5747907785411859,No
11,150.1739027761269,148.95643340024685,161.4243703170313,168.23988906325124,1.013877263274473,No
12,152.758467319277,150.37770120592663,160.9196067339925,168.16787537027724,0.6525254600405839,No
13,154.24179215068574,151.13975161422775,159.16746821534142,167.8094262423945,0.35539705462166754,No
14,155.09407198754528,150.25912785079618,159.2198267554539,168.09415159089144,0.22808877807696804,No
15,153.64197787576123,150.6938109580465,159.8378772373597,168.53325048187648,0.5435715941933877,No
16,146.4543558889975,148.29795868172076,161.6742801098855,169.48719586592316,1.2453377972391542,No
17,144.13782469615774,147.98995306323795,161.9015801172073,170.3552799485621,0.7347113695320442,No
18,145.70433638528283,150.15028878906188,160.2242444391995,172.75588364487342,0.33962553499956616,No
19,146.1223435348303,150.67076952372406,161.28114367263026,173.7258504949146,0.08619271747197822,No
20,159.4558012061308,153.29350036374825,163.15467072113566,174.44943934555633,0.5711807147808536,No
21,155.95427237774925,154.6368512944001,166.11396753849473,174.23332860360668,0.5028646664823144,No
22,171.71182938633092,158.39007844936066,166.06736086491264,175.1096806078855,0.4126099058419775,No
23,167.70747184512373,160.28012720820192,159.9062811489162,174.04009439802735,0.9849682184121291,No
24,170.2019531112271,160.5709844503238,160.35998444379115,175.27636673063088,0.3043874929442078,No
25,170.77206284581163,161.14323548311748,160.7326981686572,175.33016997941783,0.4439575699348144,No
26,171.30390240574621,165.78593569080812,162.45154127921447,175.71545264163336,0.906174089145702,No
27,172.37058457333143,166.98627668646313,166.3567680602851,175.89569093764825,0.4573207282801325,No
28,170.5338071431442,168.58857507400927,165.38683052033036,175.50583115788064,0.299423851115239,No
29,172.26124790689911,167.7319369162032,166.47538787668725,175.41300954058516,0.20176315717123938,No
30,175.07083237286284,167.45170499864747,167.48353557619996,174.97277547429437,0.574412813207334,No
31,174.58774860280315,167.38459804447172,169.42588019339686,173.89559272353455,0.31935733884788076,No
32,174.07322167130496,169.33401705728502,169.39687001087466,173.77995087305365,0.2112040868518589,No
33,175.82106757671824,170.05120432357677,167.57752851674294,173.85139555218888,0.8761834614835405,No
34,175.69401270281918,169.61263719823552,167.76109848113794,171.3257113277762,0.24297881237569646,No
35,176.5514039027868,168.8701636839093,168.17794281480982,166.98300000969093,0.3471278751065133,No
36,177.94146711646485,168.0139929030227,158.91942328599762,159.71679813463564,1.2536701484559245,No
37,178.90424444938571,168.53297998551872,156.6199539547023,151.44466325308096,0.36556381956194695,No
38,179.1590741747909,166.75335517125257,98.83048154665444,118.30206029656591,0.3302147695774539,No
39,175.60659454278724,165.9685000102627,141.68752241938583,130.6151379632455,0.5574233491226874,No
40,173.27861860953067,165.07488968883945,141.00334146985563,124.60755829426509,0.425648421298998,No
41,170.87278318507873,165.2480976383818,130.1932910925178,121.72760416658636,0.7220132716131823,No
42,169.8521478229716,167.29667135130487,83.33033029643583,70.99299979608219,0.07374561184549586,No
43,164.3870354178228,165.12679732614424,38.15229172277081,24.314321886326773,1.2891259635529375,No
44,159.8625318711771,160.58775126859268,36.88976220917659,25.837234142886675,1.3551174169795885,No
45,157.67137742476223,164.18667836788586,40.49324051121211,32.31603396408941,0.619266444089122,No
46,108.05297853342047,165.3142061893781,47.75116944520687,36.84940040270974,0.33625084295028784,No
47,53.945843006302866,164.42253503050256,47.19307514937943,43.02871388894901,3.506615811331354,No
48,73.32941782430368,174.25702966210955,103.3800332216176,82.68107240679505,0.7877687798678819,No
49,107.08019719773868,173.07577565011795,114.19374011398278,173.58108428978304,5.060014913867259,No
50,79.10345818829937,169.3854708975823,151.88258480740876,157.99270502224238,1.3367665644381979,No
