Frame,Left Arm Angle,Right Arm Angle,Left Leg Angle,Right Leg Angle,CoM Velocity,Move Successful
0,151.32450341665168,133.54362130967127,167.4444155794104,174.55752094631,0,No
1,152.31944633914586,136.32820236091175,164.32941299817432,174.4722147346419,0.2990111717053319,No
2,154.15473949979625,139.975891766124,164.15352450009155,173.35642198854728,0.11426171842389879,No
3,155.1886818091676,141.3728140653086,163.02087443639164,173.12500285288803,0.25983880560547207,No
4,158.11205886927593,142.4713526142261,164.64561247921128,173.9278162423962,0.10306421430570771,No
5,157.43587804036065,145.06768028837763,167.5458674256787,174.45589875649083,0.2173741198779702,No
6,158.88940883676645,147.93294264244966,167.42637152307572,176.13449526866083,0.3567410365711266,No
7,159.88823479857876,149.26240887288506,167.12281319185297,175.13549745704822,0.34921990244460716,No
8,161.9437370837634,152.3203495896038,168.7558975833489,176.06506107089635,0.14759646095447415,No
9,162.26171809745318,154.08469972673896,167.23183541485832,174.40660166079704,0.12454991462396144,No
10,160.99671918652788,155.2554335110348,167.18765987202295,173.75072071925138,0.3690269190489251,No
11,161.17305215641065,155.47709662660787,170.0109721373781,172.9134507443206,0.1185080365981393,No
12,161.49169765067404,157.0728302833527,169.81687388682934,170.7396196746087,0.13363547893176078,No
13,159.67314613142588,156.30829755064514,169.30066249012768,170.76947803215208,0.5763650689423473,No
14,157.9264952998746,156.0836383332698,168.1395185510206,168.61587151659202,1.11285198328023,No
15,157.94495470300183,156.0136169104919,167.49261501089893,170.7057488368493,0.6732303889868209,No
16,156.6789243033224,155.13904190701243,169.4051935427354,172.40834235296904,0.3977999741792966,No
17,152.047075817699,149.4226674661819,167.4220221432953,166.53158591814923,0.10711238297104009,No
18,151.99163463599567,139.9892435365362,169.57793735643835,165.60247051339653,0.18866574725935636,No
19,144.8065479437545,134.08754923216298,171.06769910327782,163.46547268883418,0.9544437604033654,No
20,141.14465004705184,129.3484819285238,169.90204834224025,174.1852786735843,0.4651490630953686,No
21,141.34085067517913,136.02200400535975,163.87620518568508,134.43620373945936,1.2155362375918402,No
22,143.18028915736545,134.06325882844942,160.07781201282688,114.28762299573846,0.36375286168499016,No
23,142.52050895743224,118.57893483395837,161.78316956519606,138.50647399536925,0.695541794627076,No
24,137.647605988705,134.49203266070052,156.56314788574127,141.61783524832603,1.6891532381961119,No
25,139.58440526892338,140.61633267455395,157.34150668364128,151.79221713957728,0.4527062813151596,No
26,137.7125620731836,136.95355940275994,152.72005731507517,131.08922422059322,0.3866034770454006,No
27,140.26976293934354,141.4057848223261,157.5812463782453,129.1907182950812,0.2937226759397452,No
